n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
11;DR.L1.MD1_PDV_T4;Дробилка MP800: Датчик температуры подшипника двигателя (с торца);1.TT-05.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;3.0;4.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
12;DR.L1.MD1_PDV_VB1;Дробилка MP800: Датчик вибрации;1.VT-01.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;3.0;6.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;0.0;0.0;;;;;;3.0
13;DR.L1.MD1_PDV_VB2;Дробилка MP800: Датчик вибрации;1.VT-02.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;3.0;7.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;0.0;0.0;;;;;;3.0
14;DR.L1.MD1_PDV_VB3;Дробилка MP800: Датчик вибрации;1.VT-03.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;3.0;8.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;0.0;0.0;;;;;;3.0
15;DR.L1.MD1_PDV_T5;Дробилка MP800: Датчик температуры подшипника двигателя (со стороны вала);1.TT-06.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;4.0;1.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
16;DR.L1.MD1_MSS_P_diff;Дробилка MP800: Датчик перепада давления на маслянном фильтре;1.PT-02.I;КМД №1 (MP800);Маслосистема;M1;1.0;8.0;2.0;4.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;690.0;0.0;690.0;0.0;;;;;;;;;;;;;;;;;6183.0;241.0;276.0;3.4;0.0;;;;;;7.0
17;DR.L1.MD1_EV_T;Дробилка MP800: Датчик температуры, эксцентриковая втулка;1.TT-14.I;КМД №1 (MP800);Эксцентриковая втулка;M1;1.0;8.0;2.0;4.0;5.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;-40.0;150.0;0.0;150.0;-40.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;24.0;21.0;;;;;;12.0
18;DR.L1.MD1_MSS_FED_P_m;Дробилка MP800: Датчик давления подаваемого смазочного масла;1.PT-03.I;КМД №1 (MP800);Маслосистема;M1;1.0;8.0;2.0;4.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;200.0;0.0;1000.0;200.0;1000.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;138.0;103.0;;;;;;12.0
19;DR.L1.MD1_VL_T;Дробилка MP800: Датчик температуры промежуточного вала;1.TT-13.I;КМД №1 (MP800);Промежуточный вал;M1;1.0;8.0;2.0;4.0;7.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;-18.0;93.0;0.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;54.0;60.0;0.0;0.0;;;;;;3.0
20;DR.L1.MD1.V_Slp;Дробилка MP800: Датчик контроля скорости проскальзывания ремня;1.ST-01.I;КМД №1 (MP800);Дробилка;24M1;1.0;8.0;2.0;4.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;90.0;80.0;;;;;;12.0
21;DR.L1.MD1_MSS_Q;Дробилка MP800: Расходомер масла;1.FT-02.I;КМД №1 (MP800);Маслосистема;M1;1.0;8.0;2.0;5.0;1.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;700.0;0.0;1136.0;700.0;1136.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;606.0;568.0;;;;;;12.0
22;DR.L1.MD1_PDV_T1;Дробилка MP800: Датчик температуры подшипника двигателя;1.TT-07.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;5.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
23;DR.L1.MD1_PDV_T2;Дробилка MP800: Датчик температуры подшипника двигателя;1.TT-08.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;5.0;3.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
24;DR.L1.MD1_PDV_T3;Дробилка MP800: Датчик температуры подшипника двигателя;1.TT-09.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;5.0;4.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
25;DR.L1.MD1_PDV_VB4;Дробилка MP800: Датчик вибрации;1.VT-04.I;КМД №1 (MP800);Подшипники двигателя;M1;1.0;8.0;2.0;5.0;5.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6183.0;8.0;11.0;0.0;0.0;;;;;;3.0
26;DR.L1.SD1.I_Tran;Дробилка HP500: Преобразователь тока двигателя;1.14M1.C.I;КСД №1 (HP500);Дробилка;11PID;1.0;8.0;2.0;5.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;53.2;79.80001;15.2;7.6;;;;;;15.0
27;DR.L1.SD1_PDV_T2;Дробилка HP500: Датчик температуры подшипника двигателя;1.TT-16.I;КСД №1 (HP500);Подшипники двигателя;14M1;1.0;8.0;2.0;5.0;7.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
28;DR.L1.SD1_ODV_T1;Дробилка HP500: Датчик температуры обмоток двигателя;1.TT-17.I;КСД №1 (HP500);Обмотка двигателя;14M1;1.0;8.0;2.0;5.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
29;DR.L1.SD1_ODV_T2;Дробилка HP500: Датчик температуры обмоток двигателя;1.TT-18.I;КСД №1 (HP500);Обмотка двигателя;14M1;1.0;8.0;2.0;6.0;1.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
30;DR.L1.SD1_ODV_T3;Дробилка HP500: Датчик температуры обмоток двигателя;1.TT-19.I;КСД №1 (HP500);Обмотка двигателя;14M1;1.0;8.0;2.0;6.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
31;DR.L1.SD1_PDV_T1;Дробилка HP500: Датчик температуры подшипника двигателя;1.TT-15.I;КСД №1 (HP500);Подшипники двигателя;14M1;1.0;8.0;2.0;6.0;3.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
32;DR.L1.K3_VR_VFD_I;ЧП конвейера №3 (ЛК-3): Ток;1.11M1.C.I;Конвейер №3;ПИД;1PID;1.0;8.0;2.0;6.0;5.0;0.5;4.0;22.0;3.5;22.0;0.0;0.0;0.0;0.0;450.0;0.0;450.0;0.0;;;;;;;;;;;;;;;;;6183.0;450.0;0.0;0.0;0.0;;;;;;1.0
33;DR.L1.K3_VR_VFD_V;ЧП конвейера №3 (ЛК-3): Скорость;1.11M1-SC.S.I;Конвейер №3;ПИД;11PID;1.0;8.0;2.0;6.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;1040.0;0.0;1040.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
34;DR.L1.PIT3_VR_VFD_I;ЧП пластинчатого питателя №3 (ПП-3): Ток;1.1M1.C.I;Пластинчатый питатель № 3;ПИД;1PID;1.0;8.0;2.0;6.0;7.0;0.5;4.0;22.0;3.5;22.0;0.0;0.0;0.0;0.0;79.09;0.0;79.09;0.0;;;;;;;;;;;;;;;;;6183.0;49.2;73.80001;14.06;7.03;;;;;;15.0
35;DR.L1.MD1_MSS.TANK_T;Дробилка MP800: Датчик температуры бака смазки;1.TT-12.I;КМД №1 (MP800);Маслосистема;M1;1.0;8.0;2.0;7.0;5.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;30.0;-18.0;93.0;30.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;38.0;0.0;32.0;15.0;;;;;;13.0
36;DR.L1.MD1_MSS_T_Rtn;Дробилка MP800: Датчик температуры возврата масла;1.TT-11.I;КМД №1 (MP800);Маслосистема;M1;1.0;8.0;2.0;7.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;45.0;-18.0;93.0;45.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;57.0;60.0;18.0;15.0;;;;;;15.0
37;DR.L1.MD1_MSS_FED_T;Дробилка MP800: Датчик температуры подаваемого масла;1.TT-10.I;КМД №1 (MP800);Маслосистема;M1;1.0;8.0;2.0;7.0;7.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;-18.0;93.0;0.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;49.0;52.0;46.0;43.0;;;;;;15.0
38;DR.L1.K6.WG;Разгрузочный конвейер: Весы конвейерные ЛК№6;1.FT-03.I;Конвейер №6;Конвейер;24PID;1.0;8.0;2.0;7.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;2000.0;0.0;2000.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
39;DR.L1.GR1.I;Двигатель грохота RF1836-1: Измерение тока;1.12M1.C.I;Грохот №1 (RF1836-1);Грохот;12M1;1.0;8.0;2.0;8.0;5.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;112.0;168.0;0.0;0.0;;;;;;3.0
40;DR.L1.K3A.Clog;Дробилка MP800: Датчик подпора;1.LT-04.I;Конвейер №3а (TEC1200);Конвейер;24M1;1.0;8.0;2.0;8.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;45.0;50.0;0.0;0.0;;;;;;3.0
41;Резерв;Измерение тока высоковольтных ячеек;1.CR-01.I;ПСУ;Ячейка;ПСУ;1.0;8.0;2.0;8.0;7.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;960.0;0.0;960.0;0.0;;;;;;;;;;;;;;;;;6183.0;400.0;450.0;0.0;0.0;;;;;;3.0
42;DR.L1.K3.WG;Конвейер №3: Весы конвейерные;1.FIC-01.I;Конвейер №3;Конвейер;1PID;1.0;8.0;2.0;8.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;900.0;0.0;900.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;95.0;30.0;5.0;;;;;;15.0
43;DR.L1.PIT3_VR_VFD_V_zad;ЧП пластинчатого питателя №3 (ПП-3): Уставка скорости ;1.1M1-SC.SSP.O;Пластинчатый питатель № 3;ПИД;1PID;1.0;8.0;6.0;10.0;1.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;1000.0;0.0;1000.0;0.0;;;;;;;;;;;;;;;;;6187.0;460.0;0.0;100.0;0.0;;;;;;5.0
44;DR.L1.K3_VR_VFD_V_zad;ЧП конвейера №3 (ЛК-3): Уставка скорости;1.11M1-SC.SSP.O;Конвейер №3;ПИД;11PID;1.0;8.0;6.0;10.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;1040.0;0.0;1040.0;0.0;;;;;;;;;;;;;;;;;6187.0;0.0;0.0;0.0;0.0;;;;;;0.0
45;DR.L1.K3A_VR_VFD_V_zad;ЧП конвейера TEC1200 (ЛК-3А): Уставка скорости;1.24M1-SC.SSP.O;Конвейер №3а (TEC1200);ПИД;24PID;1.0;8.0;6.0;10.0;3.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;1500.0;0.0;1500.0;0.0;;;;;;;;;;;;;;;;;6187.0;0.0;0.0;0.0;0.0;;;;;;0.0
46;DR.L1.SD1_PDV_VB1;Дробилка HP500: Датчик вибрации;1.VT-05.I;КСД №1 (HP500);Подшипники двигателя;14M1;1.0;8.0;6.0;9.0;5.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6187.0;8.0;11.0;0.0;0.0;;;;;;3.0
47;DR.L1.SD1_PDV_VB2;Дробилка HP500: Датчик вибрации;1.VT-06.I;КСД №1 (HP500);Подшипники двигателя;14M1;1.0;8.0;6.0;9.0;6.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6187.0;8.0;11.0;0.0;0.0;;;;;;3.0
48;DR.L1.SD1_PDV_VB3;Дробилка HP500: Датчик вибрации;1.VT-07.I;КСД №1 (HP500);Подшипники двигателя;14M1;1.0;8.0;6.0;9.0;7.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6187.0;8.0;11.0;0.0;0.0;;;;;;3.0
49;Резерв;Датчик забивки течки;1.LT-05.I;Конвейер №3;Датчик забивки течки;11M1;1.0;8.0;6.0;9.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6187.0;45.0;50.0;0.0;0.0;;;;;;3.0
50;DR.L1.K3_MS_FB_Rotating;Магнитный сепаратор: Управление вращением;1.GS-01.I;Конвейер №3;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
51;DR.L1.K3_MS_EmergStop;Магнитный сепаратор: Кнопка аварийного останова;1.OA-01.I;Конвейер №3;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
52;DR.L1.K3_MS_N;Магнитный сепаратор: Датчик мощности;1.JS-01.I;Конвейер №3;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
53;DR.L1.K3_MS_ST_Started;Магнитный сепаратор двигатель: Сепаратор запущен;1.10Q1.R.I;Конвейер №3;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
54;DR.L1.PIT3.CB_Fault;Пластинчатый питатель № 3: Отказ автоматического выключателя;1.1M1.SF.I;Пластинчатый питатель № 3;Пластинчатый питатель;1M1;2.0;1.0;2.0;11.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
55;DR.L1.PIT3_VR_VFD_ST_Started;ЧП пластинчатого питателя 3 (ПП-3): Работа привода ;1.1M1.R.I;Пластинчатый питатель № 3;ПИД;1M1;2.0;1.0;2.0;11.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
56;DR.L1.PIT3_VR_VFD_VFD_Failure;ЧП пластинчатого питателя  3 (ПП-3): Отказ привода;1.1M1.DF.I;Пластинчатый питатель № 3;ПИД;1M1;2.0;1.0;2.0;11.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
57;DR.L1.K3.EmergStop;Конвейер № 3: Кнопка аварийного останова, провод аварийного останова;1.OA-02.I;Конвейер №3;Конвейер;11M1;2.0;1.0;2.0;11.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
58;DR.L1.K3.FB_Rotating;Конвейер №3: Управление вращением;1.GS-02.I;Конвейер №3;Конвейер;11M1;2.0;1.0;2.0;11.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
59;DR.L1.K3.Ngb;Конвейер № 3: Датчик негабарита;1.LS-01.I;Конвейер №3;Конвейер;11M1;2.0;1.0;2.0;11.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
60;DR.L1.K3.FB_me;Конвейер № 3: Детектор металла;1.OS-01.I;Конвейер №3;Конвейер;10Q;2.0;1.0;2.0;11.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
61;DR.L1.K3.CB_Fault;Двигатель конвейера № 3: Отказ автоматического выключателя;1.11M1.SF.I;Конвейер №3;Конвейер;11M1;2.0;1.0;2.0;11.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
62;Резерв;Дистанционный пуск ковейера ПП-3, ЛK-3;1.HS-14.I;Конвейер №3;Конвейер;11M1;2.0;1.0;2.0;11.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
63;DR.L1.K3_VR_VFD_ST_Started;ЧП конвейера № 3 (ЛК-3): Работа привода;1.11M1.R.I;Конвейер №3;ПИД;11M1;2.0;1.0;2.0;11.0;18.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
64;DR.L1.K3_VR_VFD_Failure;ЧП конвейера № 3 (ЛК-3): Отказ привода;1.11M1.DF.I;Конвейер №3;ПИД;11M1;2.0;1.0;2.0;11.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
65;DR.L1.K3.Fuse;Срабатывание защит на ЛК-3;1.OS-02.I;Конвейер №3;Конвейер;11M1;2.0;1.0;2.0;11.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
66;DR.L1.GR1_PMU_EmergStop;Грохот RF1836-1: Кнопка аварийного останова;1.OA-03.I;Грохот №1 (RF1836-1);ПМУ;12M1;2.0;1.0;2.0;11.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
67;DR.L1.GR1.CB_Fault;Двигатель грохота RF1836-1: Отказ автоматического выключателя;1.12M1.SF.I;Грохот №1 (RF1836-1);Грохот;12M1;2.0;1.0;2.0;11.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
