n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
11;DR.L2.MD2_PDV_T4;Дробилка MP800: Датчик температуры подшипника двигателя (с торца);TT-05.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;3.0;4.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
12;DR.L2.MD2_PDV_VB1;Дробилка MP800: датчик вибрации;VT-01.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;3.0;6.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6695.0;8.0;11.0;0.0;0.0;;;;;;3.0
13;DR.L2.MD2_PDV_VB2;Дробилка MP800: датчик вибрации;VT-02.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;3.0;7.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;15.0;0.0;20.0;15.0;20.0;0.0;;;;;;;;;;;;;;;;;6695.0;8.0;11.0;0.0;0.0;;;;;;3.0
14;DR.L2.MD2_PDV_VB3;Дробилка MP800: датчик вибрации;VT-03.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;3.0;8.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6695.0;8.0;11.0;0.0;0.0;;;;;;3.0
15;DR.L2.MD2_PDV_T5;Дробилка MP800: Датчик температуры подшипника двигателя (со стороны вала);TT-06.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;4.0;1.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
16;DR.L2.MD2_MSS_P_diff;Дробилка MP800: Датчик перепада давления на маслянном фильтре;PT-02.I;КМД №2 (MP800);Маслосистема;M1;2.0;8.0;2.0;4.0;2.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;690.0;0.0;690.0;0.0;;;;;;;;;;;;;;;;;6183.0;241.0;276.0;3.4;0.0;;;;;;7.0
17;DR.L2.MD2_EV_T;Дробилка MP800: датчик температуры, эксцентриковая втулка;TT-14.I;КМД №2 (MP800);эксцентриковая втулка;M1;2.0;8.0;2.0;4.0;5.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;-40.0;150.0;0.0;150.0;-40.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;24.0;21.0;;;;;;12.0
18;DR.L2.MD2_MSS_FED_P_m;Дробилка MP800: датчик давления подаваемого смазочного масла;PT-03.I;КМД №2 (MP800);Маслосистема;M1;2.0;8.0;2.0;4.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;30.0;0.0;1000.0;30.0;1000.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;138.0;103.0;;;;;;12.0
19;DR.L2.MD2_VL_T;Дробилка MP800: датчик температуры промежуточного вала;TT-13.I;КМД №2 (MP800);Промежуточный вал;M1;2.0;8.0;2.0;4.0;7.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;-18.0;93.0;0.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;54.0;60.0;0.0;0.0;;;;;;3.0
20;DR.L2.MD2.V_Slp;Дробилка MP800: датчик контроля скорости проскальзывания ремня;ST-01.I;КМД №2 (MP800);Дробилка;M1;2.0;8.0;2.0;4.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;90.0;80.0;;;;;;12.0
21;DR.L2.MD2_MSS_Q;Дробилка MP800: расходомер масла;FT-02.I;КМД №2 (MP800);Маслосистема;M1;2.0;8.0;2.0;5.0;1.0;2.0;4.0;20.0;3.5;22.0;0.0;0.0;700.0;0.0;1136.0;700.0;1136.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;606.0;568.0;;;;;;12.0
22;DR.L2.MD2_PDV_T1;Дробилка MP800: датчик температуры подшипника двигателя;TT-07.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;5.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
23;DR.L2.MD2_PDV_T2;Дробилка MP800: датчик температуры подшипника двигателя;TT-08.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;5.0;3.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
24;DR.L2.MD2_PDV_T3;Дробилка MP800: датчик температуры подшипника двигателя;TT-09.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;5.0;4.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
25;DR.L2.MD2_PDV_VB4;Дробилка MP800: датчик вибрации;VT-04.I;КМД №2 (MP800);Подшипника двигателя;M1;2.0;8.0;2.0;5.0;5.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6695.0;8.0;11.0;0.0;0.0;;;;;;3.0
26;DR.L2.SD2.I_Tran;Дробилка HP500: преобразователь тока двигателя;14M1.C.I;КСД №2 (HP500);ПИД;11PID;2.0;8.0;2.0;5.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;53.2;79.80001;10.0;7.6;;;;;;15.0
27;DR.L2.SD2_PDV_T2;Дробилка HP500: датчик температуры подшипника двигателя;TT-16.I;КСД №2 (HP500);Подшипники двигателя;14M1;2.0;8.0;2.0;5.0;7.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;90.0;0.0;200.0;90.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
28;DR.L2.SD2_ODV_T1;Дробилка HP500: датчик температуры обмоток двигателя;TT-17.I;КСД №2 (HP500);Обмотка двигателя;14M1;2.0;8.0;2.0;5.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
29;DR.L2.SD2_ODV_T2;Дробилка HP500: датчик температуры обмоток двигателя;TT-18.I;КСД №2 (HP500);Обмотка двигателя;14M1;2.0;8.0;2.0;6.0;1.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
30;DR.L2.SD2_ODV_T3;Дробилка HP500: датчик температуры обмоток двигателя;TT-19.I;КСД №2 (HP500);Обмотка двигателя;14M1;2.0;8.0;2.0;6.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;130.0;150.0;0.0;0.0;;;;;;3.0
31;DR.L2.SD2_PDV_T1;Дробилка HP500: датчик температуры подшипника двигателя;TT-15.I;КСД №2 (HP500);Подшипники двигателя;14M1;2.0;8.0;2.0;6.0;3.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;200.0;0.0;200.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;75.0;0.0;0.0;;;;;;3.0
32;DR.L2.K4_VR_VFD_I;ЧП конвейера №4 (ЛК-4): Ток;11M1.C.I;Конвейер №4;ПИД;1PID;2.0;8.0;2.0;6.0;5.0;0.5;4.0;22.0;3.5;22.0;0.0;0.0;0.0;0.0;450.0;0.0;450.0;0.0;;;;;;;;;;;;;;;;;6183.0;450.0;0.0;0.0;0.0;;;;;;1.0
33;DR.L2.K4_VR_VFD_V;ЧП конвейера №4 (ЛК-4): Скорость;11M1-SC.S.I;Конвейер №4;ПИД;11PID;2.0;8.0;2.0;6.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;1040.0;0.0;1040.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
34;DR.L2.PIT4_VR_VFD_I;ЧП пластинчатого питателя №4 (ПП-4): Ток;1M1.C.I;Пластинчатый питатель № 4;ПИД;1PID;2.0;8.0;2.0;6.0;7.0;0.5;4.0;22.0;3.5;22.0;0.0;0.0;0.0;0.0;79.09;0.0;79.09;0.0;;;;;;;;;;;;;;;;;6183.0;49.2;73.80001;14.06;7.03;;;;;;15.0
35;DR.L2.MD2_MSS.TANK_T;Дробилка MP800: датчик температуры бака смазки;TT-12.I;КМД №2 (MP800);Маслосистема;M1;2.0;8.0;2.0;7.0;5.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;38.1;-18.0;93.0;38.1;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;38.0;0.0;32.0;15.0;;;;;;13.0
36;DR.L2.MD2_MSS_T_Rtn;Дробилка MP800: датчик температуры возврата масла;TT-11.I;КМД №2 (MP800);Маслосистема;M1;2.0;8.0;2.0;7.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;62.0;-18.0;93.0;62.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;57.0;60.0;18.0;15.0;;;;;;15.0
37;DR.L2.MD2_MSS_FED_T;Дробилка MP800: датчик температуры подаваемого масла;TT-10.I;КМД №2 (MP800);Маслосистема;M1;2.0;8.0;2.0;7.0;7.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;-18.0;93.0;0.0;93.0;-18.0;;;;;;;;;;;;;;;;;6183.0;49.0;52.0;46.0;43.0;;;;;;15.0
38;DR.L1.K6.WG;Разгрузочный конвейер: Весы конвейерные ЛК№6;FT-03.I;Конвейер №6;Весы;24PID;2.0;8.0;2.0;1.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;2000.0;0.0;2000.0;0.0;;;;;;;;;;;;;;;;;6183.0;0.0;0.0;0.0;0.0;;;;;;0.0
39;DR.L2.GR3.I;Двигатель грохота RF1836-1: измерение тока;12M1.C.I;Грохот №3 (RF1836-1);Грохот;12M1;2.0;8.0;2.0;8.0;5.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;60.0;0.0;60.0;0.0;;;;;;;;;;;;;;;;;6183.0;28.0;36.6;0.0;0.0;;;;;;3.0
40;DR.L2.K4A.Clog;Дробилка MP800: датчик подпора;LT-04.I;Конвейер №4а (TEC1200);датчик подпора;24M1;2.0;8.0;2.0;8.0;6.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6695.0;45.0;50.0;0.0;0.0;;;;;;3.0
41;Tag_041;Измерение тока высоковольтных ячеек;CR-01.I;ПСУ;Ячейка;ПСУ;2.0;8.0;2.0;1.0;3.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;960.0;0.0;960.0;0.0;;;;;;;;;;;;;;;;;6183.0;400.0;450.0;0.0;0.0;;;;;;3.0
42;DR.L2.K4.WG;Конвейер №4: Весы конвейерные;FIC-01.I;Конвейер №4;Весы;1PID;2.0;8.0;2.0;8.0;8.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;900.0;0.0;900.0;0.0;;;;;;;;;;;;;;;;;6183.0;70.0;95.0;30.0;5.0;;;;;;15.0
43;DR.L2.PIT4_VR_VFD_V_zad;ЧП пластинчатого питателя №4 (ПП-4): Уставка скорости ;1M1-SC.SSP.O;Пластинчатый питатель № 4;ПИД;1PID;2.0;8.0;6.0;10.0;1.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;300.0;0.0;300.0;0.0;;;;;;;;;;;;;;;;;6187.0;280.0;0.0;100.0;0.0;;;;;;5.0
44;DR.L2.K4_VR_VFD_V_zad;ЧП конвейера №4 (ЛК-4): Уставка скорости;11M1-SC.SSP.O;Конвейер №4;ПИД;11PID;2.0;8.0;6.0;10.0;2.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;1040.0;0.0;1040.0;0.0;;;;;;;;;;;;;;;;;6187.0;0.0;0.0;0.0;0.0;;;;;;0.0
45;DR.L2.K4A_VR_VFD_V_zad;ЧП конвейера TEC1200 (ЛК-4А): Уставка скорости;24M1-SC.SSP.O;Конвейер №4а (TEC1200);ПИД;24PID;2.0;8.0;6.0;10.0;3.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;1470.0;0.0;1470.0;0.0;;;;;;;;;;;;;;;;;6187.0;0.0;0.0;0.0;0.0;;;;;;0.0
46;DR.L2.SD2_PDV_VB1;Дробилка HP500: датчик вибрации;VT-05.I;КСД №2 (HP500);Подшипники двигателя;14M1;2.0;8.0;2.0;9.0;5.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6695.0;0.0;0.0;0.0;0.0;;;;;;0.0
47;DR.L2.SD2_PDV_VB2;Дробилка HP500: датчик вибрации;VT-06.I;КСД №2 (HP500);Подшипники двигателя;14M1;2.0;8.0;2.0;9.0;6.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6695.0;0.0;0.0;0.0;0.0;;;;;;0.0
48;DR.L2.SD2_PDV_VB3;Дробилка HP500: датчик вибрации;VT-07.I;КСД №2 (HP500);Подшипники двигателя;14M1;2.0;8.0;2.0;9.0;7.0;3.0;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;;;;;;;;;;;;;;;;;6695.0;0.0;0.0;0.0;0.0;;;;;;0.0
49;Tag_049;Датчик забивки течки;LT-05.I;Конвейер №4;Датчик забивки течки;11M1;2.0;8.0;2.0;1.0;6.0;0.5;4.0;20.0;3.5;22.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;;;;;;;;;;;;;;;;;6183.0;45.0;50.0;0.0;0.0;;;;;;3.0
50;DR.L2.K4_MS_FB_Rotating;Магнитный сепаратор: Управление вращением;GS-01.I;Конвейер №4;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
51;DR.L2.K4_MS_EmergStop;Магнитный сепаратор: кнопка аварийного останова;OA-01.I;Конвейер №4;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;2.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
52;DR.L2.K4_MS_N;Магнитный сепаратор: датчик мощности;JS-01.I;Конвейер №4;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;3.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
53;DR.L2.K4_MS_ST_Started;Магнитный сепаратор двигатель: сепаратор запущен;10Q1.R.I;Конвейер №4;Магнитный сепаратор;10Q;2.0;1.0;2.0;11.0;5.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
54;DR.L2.PIT4.CB_Fault;Пластинчатый питатель №4: Отказ автоматического выключателя;1M1.SF.I;Пластинчатый питатель № 4;Пластинчатый питатель;1M1;2.0;1.0;2.0;11.0;6.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
55;DR.L2.PIT4_VR_VFD_ST_Started;ЧП пластинчатого питателя 4 (ПП-4): Работа привода ;1M1.R.I;Пластинчатый питатель № 4;Пластинчатый питатель;1M1;2.0;1.0;2.0;11.0;8.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
56;DR.L2.PIT4_VR_VFD_VFD_Failure;ЧП пластинчатого питателя 4 (ПП-4): Отказ привода;1M1.DF.I;Пластинчатый питатель № 4;Пластинчатый питатель;1M1;2.0;1.0;2.0;11.0;9.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
57;DR.L2.K4.EmergStop;Конвейер №4: Кнопка аварийного останова, провод аварийного останова;OA-02.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;11.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
58;DR.L2.K4.FB_Rotating;Конвейер №4: Управление вращением;GS-02.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;12.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
59;DR.L2.K4.Ngb;Конвейер №4: Датчик негабарита;LS-01.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;13.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
60;DR.L2.K4.FB_me;Конвейер №4: Детектор металла;OS-01.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;14.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
61;DR.L2.K4.CB_Fault;Двигатель конвейера №4: Отказ автоматического выключателя;11M1.SF.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;16.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
62;Tag_062;Дистанционный пуск ковейера ПП-4, ЛK-4;HS-14.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;17.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
63;DR.L2.K4_VR_VFD_ST_Started;ЧП конвейера №4 (ЛК-4): Работа привода;11M1.R.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;18.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
64;DR.L2.K4_VR_VFD_Failure;ЧП конвейера №4 (ЛК-4): Отказ привода;11M1.DF.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;19.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
65;DR.L2.K4.Fuse;Срабатывание защит на ЛК-4;OS-02.I;Конвейер №4;Конвейер;11M1;2.0;1.0;2.0;11.0;20.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
66;DR.L2.GR3_PMU_EmergStop;Грохот RF1836-1: кнопка аварийного останова;OA-03.I;Грохот №3 (RF1836-1);ПМУ;12M1;2.0;1.0;2.0;11.0;21.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2151.0;0.0;0.0;0.0;0.0;;;;;;0.0
67;DR.L2.GR3.CB_Fault;Двигатель грохота RF1836-1: отказ автоматического выключателя;12M1.SF.I;Грохот №3 (RF1836-1);Грохот;12M1;2.0;1.0;2.0;11.0;22.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
68;DR.L2.GR3.ST_Started;Двигатель грохота RF1836-1: работа грохота;12M1.R.I;Грохот №3 (RF1836-1);Грохот;12M1;2.0;1.0;2.0;11.0;24.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;2087.0;0.0;0.0;0.0;0.0;;;;;;0.0
