id;n_variable_index;c_name_variable;c_desc_variable;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_id_id;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
270;270;DR.L1.MD1_GS.Underlay_Thickness;MS-03.d0;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;;;;;;;;;;;;;;;;;131.0;0.0;0.0;0.0;0.0;;;;;;0.0
271;271;DR.L1.SD1_GS.Gap_Calc;MS-01.C;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V79?V269@265*0+V76*2+V77:V76*2+V77=V271?V271:E40+E41?V265+0.045*(E40-E41)@265*0+V76*2+V77:V76*2+V77;0.0
272;272;DR.L1.MD1_GS.Gap_Calc;MS-03.C;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V277?V270Q266*0+V116*2+V117:V116*2+V117=V272?V272:V231+V232?V266+0.0575*(V231-V232)@266*0+V116*2+V117:V116*2+V117;0.0
273;273;DR.L1.SD1_GS.Delta_PV_SP;MS-01.D;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;20.0;0.0;20.0;-20.0;;;;;;;;;;;;;;;;;33799.0;0.05;0.18;-0.05;-0.18;;;;;V263-V265;15.0
274;274;DR.L1.MD1_GS.Delta_PV_SP;MS-03.D;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20.0;20.0;0.0;20.0;-20.0;;;;;;;;;;;;;;;;;33799.0;0.06;0.23;-0.06;-0.23;;;;;V264-V266;15.0
275;275;DR.L1.MD1_GS.CMD_Start_Zazh_Manual;SS4.M;Каскад 1;Шкаф гидравлики;SOL9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V215|V216&V221;0.0
276;276;DR.L1.MD1_GS.P_FK_Max;PIT-6.M;Каскад 1;Шкаф гидравлики;SOL3;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1000.0;250.0;0.0;250.0;-1000.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V232=0?-1000:V276<0?V276+1:V276=0?V246+14:V276;0.0
277;277;DR.L1.MD1_GS.FK_On;PIT-6.S;Каскад 1;Шкаф гидравлики;SOL3;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;(V276>0)&(V246>V276)|h246&V232|H246;0.0
278;278;DR.L1.MD1_GS.CMD_Lmp_m_HL;LT4.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V222@239;0.0
279;279;DR.L1.MD1_GS.CMD_Lmp_FTR_Clog;LT6.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;V223@240;0.0
280;280;DR.L1.MD1_GS.CMD_Lmp_Zazh_HL;LT2.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;Q244<192|L244&V255@241;0.0
281;281;DR.L1.MD1_GS.CMD_Lmp_Razh_HL;LT3.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;Q245<192|L245&V255@242;0.0
282;282;DR.L1.MD1_GS.CMD_Lmp_m_TA;LT5.С;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;Q247<192|H247@243;0.0
283;283;DR.L1.SD1_GS.ST_Started;MS-01.M;Каскад 1;Гидравлическая система;SV1-01..8;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
284;284;DR.L1.MD1_GS.ST_Started;MS-03.M;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;0.0;0.0;0.0;;;;;;0.0
285;285;DR.L1.MD1_GS.CMD_Start_Zazh_Auto;PIT-1.C;Каскад 1;Шкаф гидравлики;SOL1..9;0.0;8.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;33799.0;0.0;0.0;0.0;0.0;;;;;E28+E29+E30+E31=0&l244&(E20|E21);0.0
